Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-375165,"NCAM signaling for neurite out-growth",0,70,2,183,0.0043586550435865505,0.4917737549743775,0.5370586068337619,1,23,0.0014787193005014788,9606,Homo sapiens,"","",GAPDH;FN1,P06241,"R-HSA-391867"
R-HSA-111996,"Ca-dependent events",0,50,1,204,0.00311332503113325,0.4931659270623613,0.5370586068337619,2,27,0.001735887874501736,9606,Homo sapiens,"","",FN1,P52292,"R-HSA-9619127;R-HSA-112282"
R-HSA-140877,"Formation of Fibrin Clot (Clotting Cascade)",0,43,2,219,0.0026774595267745954,0.49593901088576176,0.5370586068337619,2,61,0.003921820753503922,9606,Homo sapiens,"","",FN1;HLA-A,P07225;P05154,"R-HSA-5604929;R-HSA-5591086"
R-HSA-8849469,"PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1",0,11,1,243,6.849315068493151E-4,0.49731994256401846,0.5370586068337619,1,8,5.143371480005143E-4,9606,Homo sapiens,"","",VIM,P31749,"R-HSA-8848751"
R-HSA-9617629,"Regulation of FOXO transcriptional activity by acetylation",0,16,1,245,9.9626400996264E-4,0.49731994256401846,0.5370586068337619,1,9,5.786292915005787E-4,9606,Homo sapiens,"","",GAPDH,P10599,"R-HSA-9617735"
R-HSA-9640148,"Infection with Enterobacteria",1,212,0,45,0.013200498132004981,0.49869714733838444,0.5370586068337619,2,77,0.0049504950495049506,9606,Homo sapiens,"FN1","",,,"R-HSA-9932034;R-HSA-9638552"
R-HSA-9675126,"Diseases of mitotic cell cycle",0,38,1,232,0.0023661270236612704,0.5014404157747266,0.5370586068337619,1,5,3.2146071750032145E-4,9606,Homo sapiens,"","",FTH1,Q9UER7,"R-HSA-9670619"
R-HSA-6807062,"Cholesterol biosynthesis via lathosterol",0,28,1,229,0.0017434620174346202,0.5028064991715755,0.5370586068337619,2,11,7.072135785007072E-4,9606,Homo sapiens,"","",HMOX1,Q15800,"R-HSA-9947207;R-HSA-9947203"
R-HSA-9837999,"Mitochondrial protein degradation",0,104,1,160,0.006475716064757161,0.5028064991715755,0.5370586068337619,1,20,0.0012858428700012858,9606,Homo sapiens,"","",GAPDH,P17612,"R-HSA-9838321"
R-HSA-9705671,"SARS-CoV-2 activates/modulates innate and adaptive immune responses",2,160,2,509,0.009962640099626401,0.5043492054771868,0.5370586068337619,7,47,0.0030217307445030215,9606,Homo sapiens,"HLA-B;HLA-A","P04439;P01889",FN1;GAPDH,P52292;Q9UHD2,"R-HSA-9755328;R-HSA-9705010;R-HSA-9705299;R-HSA-9755359;R-HSA-983426;R-HSA-9705082;R-HSA-9754827"
R-HSA-204005,"COPII-mediated vesicle transport",0,78,1,197,0.004856787048567871,0.5055276134662894,0.5370586068337619,1,16,0.0010286742960010286,9606,Homo sapiens,"","",CD74,O15155,"R-HSA-5694425"
R-HSA-9008059,"Interleukin-37 signaling",0,36,1,227,0.00224159402241594,0.5068826639444621,0.5370586068337619,1,14,9.000900090009E-4,9606,Homo sapiens,"","",GAPDH,Q9UHD2,"R-HSA-9008684"
R-HSA-6807878,"COPI-mediated anterograde transport",0,107,1,164,0.006662515566625156,0.5109259056466648,0.5370586068337619,1,12,7.715057220007715E-4,9606,Homo sapiens,"","",CD74,O15155,"R-HSA-6809015"
R-HSA-180024,"DARPP-32 events",0,35,1,236,0.0021793275217932753,0.5149364861999163,0.5370586068337619,1,12,7.715057220007715E-4,9606,Homo sapiens,"","",GAPDH,P17612,"R-HSA-180073"
R-HSA-112043,"PLC beta mediated events",0,69,1,204,0.004296388542963886,0.5189146654740296,0.5370586068337619,2,32,0.0020573485920020573,9606,Homo sapiens,"","",FN1,P52292,"R-HSA-9619127;R-HSA-112282"
R-HSA-72613,"Eukaryotic Translation Initiation",1,130,1,166,0.00809464508094645,0.5228607013027106,0.5370586068337619,5,21,0.0013501350135013501,9606,Homo sapiens,"RPL41","P62945",PCBP2,P11940,"R-HSA-72673;R-HSA-72672;R-HSA-156826;R-HSA-156808;R-HSA-72671"
R-HSA-390918,"Peroxisomal lipid metabolism",0,92,1,179,0.00572851805728518,0.5228607013027106,0.5370586068337619,2,36,0.0023145171660023146,9606,Homo sapiens,"","",ACTG1,Q08426,"R-HSA-6809264;R-HSA-6809263"
R-HSA-9675135,"Diseases of DNA repair",0,54,1,231,0.0033623910336239102,0.5228607013027106,0.5370586068337619,1,34,0.002185932879002186,9606,Homo sapiens,"","",ACTG1,P40692,"R-HSA-5632958"
R-HSA-5628897,"TP53 Regulates Metabolic Genes",0,128,2,159,0.00797011207970112,0.5254736607957103,0.5370586068337619,3,34,0.002185932879002186,9606,Homo sapiens,"","",FTH1;GAPDH,P10599;Q92574,"R-HSA-165179;R-HSA-3341343;R-HSA-73646"
R-HSA-112040,"G-protein mediated events",0,75,1,204,0.004669987546699875,0.5267748494992659,0.5370586068337619,2,41,0.002635977883502636,9606,Homo sapiens,"","",FN1,P52292,"R-HSA-9619127;R-HSA-112282"
R-HSA-6809371,"Formation of the cornified envelope",0,138,3,149,0.008592777085927771,0.5293666916986839,0.5370586068337619,13,27,0.001735887874501736,9606,Homo sapiens,"","",UCP2;VIM;FTH1,Q9Y337;P20930;P07476;P22735;O60437,"R-HSA-6814374;R-HSA-8849638;R-HSA-8849797;R-HSA-8850818;R-HSA-8849826;R-HSA-8849857;R-HSA-8850831;R-HSA-8849646;R-HSA-8934819;R-HSA-8850794;R-HSA-6810899;R-HSA-8942224;R-HSA-6810843"
R-HSA-435354,"Zinc transporters",0,16,2,266,9.9626400996264E-4,0.5306573638721903,0.5370586068337619,2,13,8.357978655008358E-4,9606,Homo sapiens,"","",HLA-A;HLA-B,Q9ULF5;Q6ZMH5,"R-HSA-442405;R-HSA-442345"
R-HSA-389356,"Co-stimulation by CD28",0,56,2,229,0.0034869240348692405,0.5319445491725568,0.5370586068337619,1,19,0.0012215507265012214,9606,Homo sapiens,"","",GAPDH;FN1,P06241,"R-HSA-389354"
R-HSA-1660662,"Glycosphingolipid metabolism",0,137,2,147,0.008530510585305106,0.5319445491725568,0.5370586068337619,2,49,0.0031503150315031502,9606,Homo sapiens,"","",CTSD;HMOX1,Q8NBJ7;Q16880,"R-HSA-1614336;R-HSA-6785933"
R-HSA-6803157,"Antimicrobial peptides",0,123,1,160,0.007658779576587796,0.5319445491725568,0.5370586068337619,1,58,0.003728944323003729,9606,Homo sapiens,"","",IL32,P24158,"R-HSA-6801687"
R-HSA-1236394,"Signaling by ERBB4",2,82,3,583,0.00510585305105853,0.533081919674758,0.5370586068337619,4,52,0.0033431914620033433,9606,Homo sapiens,"APOE","ENSG00000130203;P02649",CCL5;VIM;APOE,P14136;P02649;P48061,"R-HSA-9612243;R-HSA-9612246;R-HSA-1253321;R-HSA-8954199"
R-HSA-418555,"G alpha (s) signalling events",1,190,0,92,0.011830635118306352,0.5332282568775488,0.5370586068337619,1,28,0.0018001800180018,9606,Homo sapiens,"FN1","",,,"R-HSA-9624017"
R-HSA-3232142,"SUMOylation of ubiquitinylation proteins",0,43,1,243,0.0026774595267745954,0.5357852764910287,0.5370586068337619,1,3,1.9287643050019287E-4,9606,Homo sapiens,"","",FN1,P40337,"R-HSA-4551721"
R-HSA-2426168,"Activation of gene expression by SREBF (SREBP)",0,71,2,217,0.004420921544209215,0.5370586068337619,0.5370586068337619,2,42,0.0027002700270027003,9606,Homo sapiens,"","",CD74;HMOX1,P37268;Q9H5J4,"R-HSA-1655835;R-HSA-1655850"
R-HSA-195258,"RHO GTPase Effectors",3,325,4,771,0.020236612702366128,0.5371640877871137,0.5371640877871137,20,113,0.007265012215507265,9606,Homo sapiens,"ARPC1B;ACTG1","P63261;P60709;O15143",ACTG1;VIM;FN1;CD68,P05556;Q15058;Q16512;P23528,"R-HSA-5625717;R-HSA-5665751;R-HSA-2029466;R-HSA-5671763;R-HSA-442592;R-HSA-5665809;R-HSA-5666001;R-HSA-5665982;R-HSA-5665659;R-HSA-5671737;R-HSA-5665767;R-HSA-5671749;R-HSA-5671970;R-HSA-5666049;R-HSA-2197690;R-HSA-3928608;R-HSA-5665802;R-HSA-203070;R-HSA-5626507;R-HSA-2029473"
R-HSA-4641262,"Disassembly of the destruction complex and recruitment of AXIN to the membrane",0,33,1,260,0.002054794520547945,0.5383284964497572,0.5383284964497572,2,7,4.5004500450045E-4,9606,Homo sapiens,"","",GAPDH,P49841;P35222,"R-HSA-201685;R-HSA-5323526"
R-HSA-9933937,"Formation of the canonical BAF (cBAF) complex",1,18,1,283,0.00112079701120797,0.5395949544958688,0.5395949544958688,2,5,3.2146071750032145E-4,9606,Homo sapiens,"ACTG1","P60709",VIM,Q12824,"R-HSA-9933238;R-HSA-9932447"
R-HSA-164944,"Nef and signal transduction",0,9,2,283,5.60398505603985E-4,0.5408579901049597,0.5408579901049597,1,5,3.2146071750032145E-4,9606,Homo sapiens,"","",GAPDH;FN1,P06241,"R-HSA-200908"
R-HSA-5696399,"Global Genome Nucleotide Excision Repair (GG-NER)",1,92,0,216,0.00572851805728518,0.5408579901049597,0.5408579901049597,1,20,0.0012858428700012858,9606,Homo sapiens,"ACTG1","",,,"R-HSA-5691006"
R-HSA-9013507,"NOTCH3 Activation and Transmission of Signal to the Nucleus",0,28,1,261,0.0017434620174346202,0.5421176123859556,0.5421176123859556,1,15,9.643821525009644E-4,9606,Homo sapiens,"","",CTSD,O00308,"R-HSA-9021520"
R-HSA-76002,"Platelet activation, signaling and aggregation",3,294,1,806,0.01830635118306351,0.542428257608521,0.542428257608521,18,119,0.00765076507650765,9606,Homo sapiens,"CFD;FN1;TAGLN2","P00746;P37802;P02751",VIM,P11021,"R-HSA-354149;R-HSA-429415;R-HSA-354087;R-HSA-372705;R-HSA-429441;R-HSA-481007;R-HSA-377644;R-HSA-354124;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-354165;R-HSA-372693;R-HSA-482772;R-HSA-354066;R-HSA-354073;R-HSA-372697;R-HSA-351323"
R-HSA-6806667,"Metabolism of fat-soluble vitamins",1,89,2,209,0.0055417185554171855,0.5483648410145259,0.5483648410145259,8,33,0.0021216407355021216,9606,Homo sapiens,"APOE","P02649",FTH1;APOE,P02649;P02753;P01130,"R-HSA-2404135;R-HSA-2404131;R-HSA-2404140;R-HSA-2424254;R-HSA-2395768;R-HSA-2395784;R-HSA-2423785;R-HSA-2429643"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",0,137,1,165,0.008530510585305106,0.5483648410145259,0.5483648410145259,1,7,4.5004500450045E-4,9606,Homo sapiens,"","",VIM,P31749,"R-HSA-6811504"
R-HSA-9010553,"Regulation of expression of SLITs and ROBOs",1,170,1,132,0.010585305105853052,0.5483648410145259,0.5483648410145259,2,20,0.0012858428700012858,9606,Homo sapiens,"RPL41","P62945",PCBP2,P11940,"R-HSA-9014652;R-HSA-9014610"
R-HSA-3299685,"Detoxification of Reactive Oxygen Species",0,64,1,232,0.00398505603985056,0.5496041732819741,0.5496041732819741,3,34,0.002185932879002186,9606,Homo sapiens,"","",GAPDH,P10599,"R-HSA-3697882;R-HSA-3341343;R-HSA-73646"
R-HSA-69615,"G1/S DNA Damage Checkpoints",0,64,1,247,0.00398505603985056,0.5520727960448786,0.5520727960448786,1,26,0.0016715957310016716,9606,Homo sapiens,"","",HLA-DRB5,O14757,"R-HSA-69604"
R-HSA-202733,"Cell surface interactions at the vascular wall",3,257,0,835,0.016002490660024907,0.5547968231591346,0.5547968231591346,3,65,0.004178989327504179,9606,Homo sapiens,"CD74;FN1;CD99","",,,"R-HSA-202723;R-HSA-5676133;R-HSA-8867097"
R-HSA-381183,"ATF6 (ATF6-alpha) activates chaperone genes",0,15,2,287,9.339975093399751E-4,0.5557507592039146,0.5557507592039146,2,5,3.2146071750032145E-4,9606,Homo sapiens,"","",APOE;VIM,P18848;P11021,"R-HSA-1791150;R-HSA-1791107"
R-HSA-9694548,"Maturation of spike protein",0,48,1,268,0.0029887920298879204,0.5593989694352082,0.5593989694352082,7,12,7.715057220007715E-4,9606,Homo sapiens,"","",VIM,P0DTC2,"R-HSA-9694467;R-HSA-9694337;R-HSA-9696807;R-HSA-9694341;R-HSA-9694793;R-HSA-9694780;R-HSA-9694364"
R-HSA-9842860,"Regulation of endogenous retroelements",1,113,0,204,0.007036114570361146,0.5606084687791941,0.5606084687791941,2,17,0.001092966439501093,9606,Homo sapiens,"ACTG1","",,,"R-HSA-9845308;R-HSA-9727450"
R-HSA-381033,"ATF6 (ATF6-alpha) activates chaperones",0,17,2,291,0.0010585305105853052,0.5630176638077398,0.5630176638077398,2,10,6.429214350006429E-4,9606,Homo sapiens,"","",APOE;VIM,P18848;P11021,"R-HSA-1791150;R-HSA-1791107"
R-HSA-6804756,"Regulation of TP53 Activity through Phosphorylation",0,95,1,215,0.005915317559153176,0.5630176638077398,0.5630176638077398,1,26,0.0016715957310016716,9606,Homo sapiens,"","",HLA-DRB5,O14757,"R-HSA-6799246"
R-HSA-6794362,"Protein-protein interactions at synapses",0,93,1,225,0.005790784557907846,0.5630176638077398,0.5630176638077398,1,33,0.0021216407355021216,9606,Homo sapiens,"","",HLA-A,Q16288,"R-HSA-6798257"
R-HSA-354192,"Integrin signaling",1,39,0,277,0.0024283935242839353,0.566607077530376,0.566607077530376,15,24,0.001543011444001543,9606,Homo sapiens,"FN1","",,,"R-HSA-354149;R-HSA-429415;R-HSA-354087;R-HSA-372705;R-HSA-429441;R-HSA-377644;R-HSA-354124;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-354165;R-HSA-372693;R-HSA-354066;R-HSA-354073;R-HSA-372697"
R-HSA-9609736,"Assembly and cell surface presentation of NMDA receptors",0,49,1,264,0.0030510585305105853,0.5677970823474295,0.5677970823474295,1,23,0.0014787193005014788,9606,Homo sapiens,"","",VIM,P07196,"R-HSA-9610879"
R-HSA-5674400,"Constitutive Signaling by AKT1 E17K in Cancer",0,29,1,296,0.0018057285180572852,0.5736989946469581,0.5736989946469581,15,18,0.0011572585830011573,9606,Homo sapiens,"","",VIM,P31749,"R-HSA-2399941;R-HSA-2243942;R-HSA-2400001;R-HSA-2399969;R-HSA-2399981;R-HSA-2399982;R-HSA-2399977;R-HSA-2399988;R-HSA-2219536;R-HSA-2399985;R-HSA-2399996;R-HSA-2399997;R-HSA-2399966;R-HSA-2399999;R-HSA-2399992"
